uprn,versiondate,versionavailablefromdate,versionavailabletodate,changetype,theme,description,organisationname,poboxnumber,subname,name,number,streetname,locality,townname,islandname,postcode,fulladdress,country,alternatelanguagesubname,alternatelanguagename,alternatelanguagenumber,alternatelanguagestreetname,alternatelanguagelocality,alternatelanguagetownname,alternatelanguageislandname,alternatelanguage,alternatelanguagefulladdress,floorlevel,lowestfloorlevel,highestfloorlevel,classificationcode,classificationdescription,primaryclassificationdescription,secondaryclassificationdescription,tertiaryclassificationdescription,quaternaryclassificationdescription,buildstatus,buildstatusdate,addressstatus,postcodesource,parentuprn,rootuprn,hierarchylevel,usrn,usrnmatchindicator,localcustodiancode,localcustodiandescription,lowertierlocalauthoritygsscode,easting,northing,latitude,longitude,positionalaccuracy,effectivestartdate,effectiveenddate
185750407,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT 1ST FLOOR,FINAGHY HEALTH CENTRE,13-25,FINAGHY ROAD SOUTH,NULL,BELFAST,NULL,BT10 0BX,"FLAT 1ST FLOOR, FINAGHY HEALTH CENTRE, 13-25, FINAGHY ROAD SOUTH, BELFAST, BT10 0BX",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2016-01-29,Approved,A record which has a classification indicating that it is capable of receiving mail but is not linked to a Royal Mail address,191013145,191013145,2,50309317,Manually Matched,8132,BELFAST,NULL,142494.96,525620.74,54.5600906,-5.9844949,Central Internal Position,2016-01-29,NULL
191016283,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,RATHMORE GRAMMAR SCHOOL,NULL,KINGSWAY,FINAGHY,BELFAST,NULL,BT10 0LF,"RATHMORE GRAMMAR SCHOOL, KINGSWAY, FINAGHY, BELFAST, BT10 0LF",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PP,Property Shell,Parent Shell,Property Shell,NULL,NULL,Built Complete,2016-01-29,Approved,A record which has a classification indicating that it is not capable of receiving mail and is not linked to a Royal Mail address,NULL,191016283,1,50308306,Manually Matched,8132,BELFAST,NULL,141974.19,524508.85,54.5498574,-5.9915532,General Internal Position,2016-01-29,NULL
185085419,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,38,GARRON CRESCENT,NULL,BELFAST,NULL,BT10 0EQ,"38, GARRON CRESCENT, BELFAST, BT10 0EQ",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185085419,1,50310448,Manually Matched,8132,BELFAST,NULL,142889.78,525330.97,54.5576936,-5.9781511,Central Internal Position,2016-01-29,NULL
185878194,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,31,GARRON CRESCENT,NULL,BELFAST,NULL,BT10 0EQ,"31, GARRON CRESCENT, BELFAST, BT10 0EQ",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185878194,1,50310448,Manually Matched,8132,BELFAST,NULL,142934.65,525339.18,54.5577899,-5.9774661,Central Internal Position,2016-01-29,NULL
185084650,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,23,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"23, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084650,1,50307002,Manually Matched,8132,BELFAST,NULL,142379.86,525484.02,54.5588064,-5.9861506,Central Internal Position,2016-01-29,NULL
185085397,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,18,GARRON CRESCENT,NULL,BELFAST,NULL,BT10 0EQ,"18, GARRON CRESCENT, BELFAST, BT10 0EQ",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185085397,1,50310448,Manually Matched,8132,BELFAST,NULL,142961.53,525289.70,54.5573600,-5.9770082,Central Internal Position,2016-01-29,NULL
185085432,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,5,GARRON CRESCENT,NULL,BELFAST,NULL,BT10 0EQ,"5, GARRON CRESCENT, BELFAST, BT10 0EQ",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185085432,1,50310448,Manually Matched,8132,BELFAST,NULL,143012.44,525286.34,54.5573558,-5.9762200,Central Internal Position,2016-01-29,NULL
185750618,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,1,RATHMORE GRAMMAR SCHOOL,NULL,KINGSWAY,FINAGHY,BELFAST,NULL,BT10 0LF,"1, RATHMORE GRAMMAR SCHOOL, KINGSWAY, FINAGHY, BELFAST, BT10 0LF",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CE,Education,Commercial,Education,NULL,NULL,Built Complete,2016-01-29,Approved,A record which has a classification indicating that it is capable of receiving mail but is not linked to a Royal Mail address,191016283,191016283,2,50308306,Manually Matched,8132,BELFAST,NULL,141974.19,524508.85,54.5498574,-5.9915532,Central Internal Position,2016-01-29,NULL
185085415,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,34,GARRON CRESCENT,NULL,BELFAST,NULL,BT10 0EQ,"34, GARRON CRESCENT, BELFAST, BT10 0EQ",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185085415,1,50310448,Manually Matched,8132,BELFAST,NULL,142906.12,525322.54,54.5576263,-5.9778916,Central Internal Position,2016-01-29,NULL
185750885,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,ST. MARYS CHRISTIAN BROTHERS GRAMMAR SCHOOL,NULL,NULL,ST MARYS CHRISTIAN BROTHERS GRAMMAR SCHOOL,147A,GLEN ROAD,ANDERSONSTOWN,BELFAST,NULL,BT11 8NR,"ST. MARYS CHRISTIAN BROTHERS GRAMMAR SCHOOL, ST MARYS CHRISTIAN BROTHERS GRAMMAR SCHOOL, 147A, GLEN ROAD, ANDERSONSTOWN, BELFAST, BT11 8NR",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CE,Education,Commercial,Education,NULL,NULL,Built Complete,2024-09-25,Approved,A record which has a classification indicating that it is capable of receiving mail but is not linked to a Royal Mail address,NULL,185750885,1,50309230,Manually Matched,8132,BELFAST,NULL,141581.24,528175.46,54.5825277,-6.0008359,Central Internal Position,2005-09-16,NULL
185085392,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,13,GARRON CRESCENT,NULL,BELFAST,NULL,BT10 0EQ,"13, GARRON CRESCENT, BELFAST, BT10 0EQ",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185085392,1,50310448,Manually Matched,8132,BELFAST,NULL,142989.06,525306.41,54.5575238,-5.9765981,Central Internal Position,2016-01-29,NULL
185000010,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,PRIMARK LTD,NULL,NULL,NULL,1-27,CASTLE STREET,NULL,BELFAST,NULL,BT1 1BL,"PRIMARK LTD, 1-27, CASTLE STREET, BELFAST, BT1 1BL",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CR,Retail,Commercial,Retail,NULL,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185000010,1,50306910,Manually Matched,8132,BELFAST,NULL,146208.31,529786.06,54.5993112,-5.9308078,Central Internal Position,2016-01-29,NULL
185000057,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,ROOM 211,CASTLECOURT,12-56,ROYAL AVENUE,NULL,BELFAST,NULL,BT1 1DF,"ROOM 211, CASTLECOURT, 12-56, ROYAL AVENUE, BELFAST, BT1 1DF",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U,Unclassified,Unclassified,NULL,NULL,NULL,Built Complete,2023-09-13,Approved,A record which is linked to a Royal Mail address,191012848,191012848,2,50309257,Manually Matched,8132,BELFAST,NULL,145992.96,529944.03,54.6006193,-5.9342700,Central Internal Position,2016-01-29,NULL
185084635,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,1,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"1, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084635,1,50307002,Manually Matched,8132,BELFAST,NULL,142444.63,525548.75,54.5594197,-5.9852083,Central Internal Position,2016-01-29,NULL
185084636,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,10,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"10, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084636,1,50307002,Manually Matched,8132,BELFAST,NULL,142407.91,525471.58,54.5587092,-5.9857071,Central Internal Position,2016-01-29,NULL
185084637,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,11,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"11, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084637,1,50307002,Manually Matched,8132,BELFAST,NULL,142421.14,525520.64,54.5591557,-5.9855459,Central Internal Position,2016-01-29,NULL
185084638,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,12,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"12, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084638,1,50307002,Manually Matched,8132,BELFAST,NULL,142403.50,525466.94,54.5586653,-5.9857711,Central Internal Position,2016-01-29,NULL
185084639,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,13,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"13, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084639,1,50307002,Manually Matched,8132,BELFAST,NULL,142415.73,525516.09,54.5591121,-5.9856254,Central Internal Position,2016-01-29,NULL
185084640,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,14,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"14, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084640,1,50307002,Manually Matched,8132,BELFAST,NULL,142393.76,525458.74,54.5585868,-5.9859141,Central Internal Position,2016-01-29,NULL
185084641,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,15,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"15, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084641,1,50307002,Manually Matched,8132,BELFAST,NULL,142406.17,525509.88,54.5590516,-5.9857675,Central Internal Position,2016-01-29,NULL
185084643,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,17,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"17, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084643,1,50307002,Manually Matched,8132,BELFAST,NULL,142400.76,525505.32,54.5590080,-5.9858470,Central Internal Position,2016-01-29,NULL
185084645,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,19,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"19, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084645,1,50307002,Manually Matched,8132,BELFAST,NULL,142393.02,525496.95,54.5589290,-5.9859591,Central Internal Position,2016-01-29,NULL
185084647,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,20,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"20, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084647,1,50307002,Manually Matched,8132,BELFAST,NULL,142373.21,525441.43,54.5584211,-5.9862160,Central Internal Position,2016-01-29,NULL
185084648,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,21,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"21, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084648,1,50307002,Manually Matched,8132,BELFAST,NULL,142387.61,525492.39,54.5588854,-5.9860385,Central Internal Position,2016-01-29,NULL
185084649,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,22,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"22, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084649,1,50307002,Manually Matched,8132,BELFAST,NULL,142365.46,525433.05,54.5583421,-5.9863281,Central Internal Position,2016-01-29,NULL
185084652,2025-09-24,2025-09-25T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,25,PORTER PARK,NULL,BELFAST,NULL,BT10 0BU,"25, PORTER PARK, BELFAST, BT10 0BU",Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-01-29,Approved,A record which is linked to a Royal Mail address,NULL,185084652,1,50307002,Manually Matched,8132,BELFAST,NULL,142374.54,525480.46,54.5587718,-5.9862296,Central Internal Position,2016-01-29,NULL
